Lintang,Bujur,Kedalaman(KM),Magnitudo(SR),Timestamp
2.39,98.94,131,3.4,1526643316.0
4.56,124.51,459,3.8,1526647201.0
-0.23,122.9,72,4.3,1526649857.0
1.16,120.08,44,5.1,1526649963.0
1.17,120.01,10,4.8,1526650297.0
-4.05,133.5,10,5.0,1526650606.0
-5.16,103.07,21,3.1,1526653589.0
-3.9,133.62,29,3.6,1526656882.0
-6.17,105.68,159,4.7,1526677036.0
-9.37,119.26,41,4.6,1526691287.0
-11.52,117.39,10,4.8,1526713383.0
-4.33,102.35,58,5.0,1526731717.0
-4.32,102.01,40,4.6,1526745823.0
0.39,125.83,10,3.2,1526756646.0
-3.54,139.67,10,3.5,1526756833.0
-2.01,100.08,10,2.9,1526757189.0
0.38,125.87,20,3.5,1526780862.0
-2.38,121.08,10,3.5,1526784479.0
-7.67,106.29,10,3.2,1526809195.0
0.42,98.53,10,3.5,1526813927.0
4.92,95.93,10,4.5,1526814344.0
-5.98,99.78,92,4.6,1526820005.0
-6.81,110.37,13,3.1,1526820940.0
1.44,127.59,168,3.7,1526821095.0
0.92,122.72,15,3.6,1526828054.0
-1.57,120.47,12,4.6,1526828140.0
-9.79,118.82,13,3.6,1526837451.0
1.79,127.27,102,4.0,1526851960.0
-0.02,122.13,10,2.7,1526856976.0
-8.07,117.26,10,3.1,1526878564.0
-7.97,117.23,18,4.2,1526878666.0
1.59,123.46,10,2.6,1526884212.0
0.95,126.15,17,4.6,1526884414.0
-8.78,110.56,10,3.1,1526886702.0
-9.46,125.36,10,3.6,1526886963.0
-6.81,102.2,12,4.8,1526888314.0
-8.07,111.24,10,2.8,1526891434.0
0.26,122.21,150,3.3,1526892919.0
-1.42,99.41,12,2.9,1526894257.0
-1.46,99.42,10,2.9,1526902718.0
-5.36,102.44,26,3.6,1526905636.0
-9.15,124.25,78,3.7,1526907660.0
-9.68,117.11,10,4.4,1526930424.0
-9.44,117.17,13,4.0,1526930462.0
0.76,126.78,20,4.1,1526938523.0
-8.52,109.71,22,2.9,1526938530.0
-8.09,117.9,12,3.5,1526940845.0
-0.19,121.86,10,2.6,1526944476.0
-9.43,122.14,13,3.7,1526946587.0
-9.38,122.18,27,3.7,1526946588.0
2.05,121.69,49,4.2,1526955696.0
-9.17,115.61,95,4.7,1526958102.0
-8.73,118.25,10,3.2,1526969256.0
-6.1,130.87,153,4.7,1526969257.0
-0.09,123.14,152,4.2,1526973698.0
-7.65,119.37,253,3.9,1526974263.0
-1.5,99.43,10,3.3,1526974507.0
1.79,121.76,92,2.0,1526975707.0
-4.11,133.62,20,4.0,1526976998.0
-1.33,99.3,31,2.8,1526982260.0
-9.3,113.12,10,3.0,1526983056.0
-9.46,110.52,35,4.9,1526992704.0
-9.31,110.56,10,4.3,1526994757.0
-9.09,110.57,12,3.6,1526995170.0
-0.85,124.41,10,3.1,1526999193.0
-8.03,107.1,13,3.1,1526999683.0
-6.01,132.23,10,4.5,1527000045.0
-7.91,117.35,297,3.5,1527005810.0
-7.9,107.28,20,3.9,1527016949.0
-9.17,118.29,126,3.3,1527027023.0
0.91,119.99,10,2.8,1527029012.0
-1.27,120.38,10,4.0,1527042317.0
0.62,122.46,72,3.8,1527043599.0
-7.76,128.01,147,4.8,1527044464.0
-0.55,137.52,10,4.9,1527045971.0
4.29,92.92,20,5.2,1527046402.0
-8.98,114.1,40,3.3,1527052775.0
3.41,95.92,56,3.4,1527062248.0
-6.06,105.38,10,3.3,1527062983.0
-9.37,110.54,10,4.3,1527069552.0
-2.69,128.02,10,4.9,1527093868.0
-2.89,128.04,27,3.7,1527095905.0
-7.37,107.56,16,2.3,1527098633.0
-4.58,140.48,18,4.6,1527105904.0
-0.68,131.62,10,4.4,1527111438.0
-0.98,130.66,17,2.7,1527115249.0
-2.13,128.39,12,3.2,1527130665.0
-8.05,107.22,32,4.2,1527132106.0
-0.15,123.8,60,2.7,1527145040.0
-1.1,127.56,39,3.8,1527161542.0
-9.3,111.99,19,3.5,1527162032.0
-5.76,131.78,10,4.3,1527162529.0
-1.04,131.07,10,2.1,1527165051.0
3.08,126.13,55,3.6,1527170918.0
-7.14,123.76,586,4.1,1527192995.0
-0.75,121.46,10,3.5,1527194120.0
-2.76,140.32,10,3.8,1527194645.0
-6.35,107.02,225,3.7,1527195536.0
-0.13,123.61,140,3.5,1527215200.0
0.25,123.86,208,3.5,1527231632.0
-0.04,123.13,139,2.2,1527241262.0
1.82,127.44,116,4.2,1527251616.0
-7.18,106.89,10,4.4,1527254100.0
-6.04,102.26,33,3.8,1527259702.0
-10.05,119.86,13,4.5,1527261445.0
-7.58,128.27,180,5.1,1527261825.0
1.2,127.1,124,4.0,1527276981.0
-5.74,127.88,398,4.5,1527281398.0
-3.2,131.06,12,3.4,1527302140.0
-9.17,111.25,21,4.3,1527303429.0
-7.21,106.89,10,3.2,1527309034.0
-9.4,113.53,20,3.6,1527309210.0
-7.29,106.87,10,2.9,1527309385.0
0.18,122.0,67,2.3,1527315267.0
-1.98,128.53,68,3.9,1527316161.0
-0.76,131.09,10,2.2,1527319528.0
-6.38,103.31,46,4.3,1527325792.0
-7.2,106.85,10,3.2,1527342722.0
1.65,121.98,10,2.5,1527350481.0
-9.16,118.39,59,3.6,1527350839.0
-8.33,119.69,182,3.9,1527369067.0
-2.88,122.42,10,4.4,1527370570.0
-2.8,122.4,10,3.8,1527376730.0
0.35,121.28,10,2.9,1527379863.0
-0.19,122.98,64,4.0,1527392767.0
-6.46,104.13,34,3.8,1527411769.0
-9.38,113.56,20,3.4,1527412913.0
-10.34,118.71,22,3.5,1527419681.0
1.03,126.13,11,3.1,1527429358.0
-2.01,139.58,14,3.9,1527431504.0
-8.95,110.27,42,3.5,1527436744.0
0.27,125.84,10,4.0,1527438260.0
-0.46,122.51,10,2.5,1527439674.0
1.98,124.42,281,3.9,1527458402.0
-8.44,108.12,10,4.7,1527462227.0
-3.36,127.31,47,3.7,1527466498.0
0.49,99.92,156,4.1,1527467223.0
-7.33,106.79,10,2.8,1527475939.0
2.34,126.78,10,3.7,1527477214.0
-9.25,120.21,35,4.7,1527490630.0
-9.87,118.67,34,3.2,1527491906.0
-7.69,127.99,204,4.2,1527496242.0
-9.31,118.38,48,5.2,1527510328.0
-4.85,129.63,200,4.7,1527511289.0
-0.34,124.22,11,3.3,1527512629.0
-0.22,124.28,23,2.9,1527512876.0
0.04,120.21,50,2.4,1527514712.0
-0.05,123.39,99,3.0,1527515036.0
-9.36,118.37,19,3.7,1527534644.0
4.28,125.98,141,4.1,1527538128.0
1.38,97.09,29,5.1,1527538916.0
-0.18,97.41,15,3.5,1527544857.0
3.05,128.34,27,4.1,1527549858.0
-9.85,114.98,10,3.5,1527556264.0
-9.05,113.77,18,3.4,1527576168.0
-5.77,104.06,10,3.4,1527576480.0
-6.7,132.24,127,4.6,1527581526.0
-8.93,111.18,10,3.9,1527583092.0
-0.14,123.42,135,2.8,1527586459.0
-8.12,117.78,28,3.3,1527586763.0
0.16,122.96,109,2.9,1527590581.0
-9.52,123.11,82,3.0,1527591347.0
1.23,98.59,50,3.5,1527593375.0
1.8,126.3,10,3.2,1527596514.0
0.51,100.13,166,3.4,1527610505.0
-8.6,118.21,105,4.0,1527619636.0
-8.04,117.86,10,2.7,1527623823.0
-8.13,117.83,10,2.6,1527628621.0
0.27,97.82,18,3.4,1527629044.0
-0.09,122.75,155,2.6,1527632510.0
1.1,97.15,10,3.6,1527633226.0
-2.31,102.01,160,4.4,1527635893.0
-9.24,112.47,56,3.1,1527636211.0
-8.59,112.02,81,3.8,1527637736.0
-6.45,131.39,101,4.4,1527660382.0
-5.75,131.83,29,4.5,1527691756.0
-9.22,118.09,10,3.4,1527693262.0
-9.05,110.49,29,3.1,1527693596.0
-9.93,123.28,11,3.4,1527693976.0
0.01,124.05,62,3.3,1527697055.0
-0.25,122.96,55,2.9,1527700606.0
-0.67,127.32,97,3.9,1527710909.0
-9.15,119.07,87,4.5,1527721705.0
1.82,121.5,68,2.8,1527721761.0
-9.1,117.75,78,2.2,1527724766.0
-8.27,114.08,94,3.1,1527729785.0
-8.24,123.36,192,3.4,1527731096.0
-0.83,131.05,12,2.3,1527731334.0
2.49,98.91,131,4.0,1527731947.0
-8.66,119.34,130,3.6,1527746856.0
-9.07,118.43,54,2.5,1527748748.0
-8.5,117.22,158,2.4,1527750162.0
-8.9,117.14,158,2.6,1527753235.0
-8.46,112.08,98,3.6,1527756028.0
4.22,126.59,10,4.6,1527756263.0
-9.2,118.41,10,2.8,1527757548.0
1.67,127.15,125,4.4,1527765994.0
0.36,122.04,137,3.2,1527766988.0
-10.38,124.19,35,4.1,1527767268.0
-0.35,123.08,31,3.4,1527787533.0
-5.97,130.57,109,5.2,1527794580.0
-9.49,112.71,10,3.5,1527799892.0
-9.49,112.7,10,3.3,1527800059.0
-9.81,112.65,10,3.5,1527800180.0
-9.75,112.76,10,3.4,1527800400.0
0.41,125.3,28,3.7,1527801637.0
-5.2,132.41,44,5.0,1527812159.0
1.43,126.46,10,4.0,1527813004.0
1.93,127.33,60,3.7,1527821244.0
1.45,126.41,11,3.7,1527842358.0
-8.88,105.6,10,3.8,1527875199.0
-9.32,115.09,26,3.2,1527879724.0
-3.56,139.08,12,3.9,1527882446.0
-5.99,129.97,206,4.2,1527899213.0
1.97,126.61,10,3.9,1527910792.0
2.96,127.37,10,4.2,1527912061.0
-2.61,129.21,10,4.0,1527915578.0
-8.82,109.08,10,3.2,1527916059.0
-6.41,129.98,159,4.5,1527922920.0
1.29,125.76,64,3.9,1527925768.0
4.49,126.75,44,5.8,1527931742.0
4.43,126.86,21,4.7,1527932368.0
-7.82,106.62,23,3.3,1527933573.0
4.6,126.82,49,4.9,1527934296.0
1.42,126.94,61,4.2,1527936139.0
0.86,120.4,10,2.3,1527941208.0
-9.41,112.81,10,3.0,1527941342.0
-3.72,129.26,18,3.4,1527941683.0
-8.4,112.32,94,2.8,1527942730.0
4.54,126.84,22,4.8,1527947753.0
4.66,126.83,40,4.5,1527949570.0
-2.82,140.54,10,4.1,1527959500.0
-8.44,117.49,191,2.3,1527971655.0
-8.27,108.62,36,2.7,1527971723.0
-7.52,128.45,170,4.6,1527974006.0
1.36,122.78,10,3.7,1527975352.0
4.51,126.77,71,5.0,1527981992.0
-8.79,116.9,10,1.9,1527984092.0
-3.71,128.27,10,3.7,1527987110.0
-3.49,135.45,21,4.0,1528008105.0
-8.66,115.23,18,2.6,1528018783.0
-2.15,125.99,10,4.3,1528024611.0
-2.03,100.66,26,4.0,1528027530.0
1.92,99.04,131,3.7,1528028946.0
-8.89,112.5,33,4.0,1528035396.0
-8.84,112.48,42,4.0,1528035397.0
-8.74,118.32,129,5.0,1528035408.0
-8.16,115.2,10,2.7,1528038241.0
-9.35,118.96,10,3.7,1528038496.0
-5.89,131.57,98,4.5,1528039205.0
4.06,126.74,29,4.1,1528039892.0
-8.91,118.93,10,3.3,1528046741.0
-7.25,106.67,54,2.3,1528046799.0
2.35,128.36,215,3.9,1528053526.0
-8.97,123.93,109,4.0,1528058215.0
-0.18,123.86,97,3.3,1528064499.0
-8.51,111.8,95,3.9,1528065735.0
-4.98,102.88,55,4.9,1528068695.0
-9.45,112.56,56,4.1,1528074274.0
-9.15,118.36,23,2.6,1528084606.0
-2.88,127.97,10,4.3,1528085178.0
-0.11,124.38,19,3.6,1528088433.0
-7.18,106.91,10,2.7,1528106098.0
1.03,97.94,10,2.5,1528106166.0
-0.05,122.0,188,3.2,1528107375.0
-8.92,105.62,10,4.5,1528107520.0
-7.11,123.23,638,5.4,1528111476.0
-4.66,101.8,24,4.2,1528138996.0
-2.95,128.14,10,4.2,1528141226.0
-8.81,112.45,40,3.8,1528164077.0
-8.76,124.09,10,2.4,1528174128.0
2.59,127.13,27,3.4,1528174515.0
-9.48,119.46,55,3.3,1528175174.0
-10.17,119.24,17,3.7,1528179979.0
-0.22,124.54,40,4.6,1528182999.0
-8.96,110.46,11,2.8,1528188088.0
0.95,124.62,131,3.5,1528200284.0
-11.1,117.96,24,3.8,1528210576.0
-6.07,103.65,55,4.5,1528214431.0
-9.24,115.73,137,4.1,1528216429.0
1.34,126.85,40,4.0,1528229304.0
-1.43,135.0,11,5.2,1528235641.0
-8.12,123.89,167,3.4,1528237450.0
2.77,128.57,231,4.5,1528245129.0
-7.98,128.25,86,4.5,1528260357.0
-0.97,123.16,34,3.9,1528263508.0
3.87,96.22,10,3.5,1528267001.0
0.98,122.4,38,1.5,1528268092.0
-7.0,127.12,416,4.9,1528276252.0
-8.28,107.59,16,3.9,1528276707.0
-2.46,140.01,21,4.5,1528282463.0
-8.86,121.76,14,3.0,1528283235.0
-7.84,106.59,10,3.5,1528284092.0
-1.22,99.0,29,3.3,1528286130.0
-10.59,112.29,10,4.2,1528295554.0
-0.06,130.49,22,3.3,1528299195.0
-3.95,139.62,10,4.5,1528300029.0
-0.2,122.68,10,2.5,1528301822.0
-2.33,140.1,10,2.4,1528301824.0
4.94,126.63,10,4.4,1528303937.0
-1.79,119.78,225,4.0,1528310414.0
-7.43,107.56,58,2.8,1528327583.0
-7.82,106.46,12,4.2,1528328445.0
-6.07,129.72,124,4.4,1528352847.0
-3.24,130.74,10,3.7,1528356866.0
-6.94,122.12,10,4.4,1528368559.0
-1.29,120.6,10,4.4,1528376560.0
-4.96,132.23,13,4.7,1528381197.0
1.25,126.94,56,3.4,1528382451.0
-4.29,103.35,139,4.0,1528391370.0
3.04,127.9,23,4.1,1528391993.0
-7.22,106.03,18,4.7,1528392457.0
-2.53,100.92,34,4.0,1528400687.0
3.76,127.85,149,4.4,1528401158.0
-6.02,105.22,10,3.5,1528407595.0
-11.66,122.16,15,4.1,1528411131.0
-7.99,107.89,26,2.6,1528411351.0
-2.42,118.93,10,3.4,1528430143.0
-2.41,118.86,11,3.3,1528434534.0
-2.75,118.93,17,4.7,1528438090.0
-3.55,135.69,25,4.1,1528440853.0
-7.94,123.07,211,3.3,1528452121.0
3.37,126.93,10,3.8,1528453174.0
-8.41,121.27,181,3.9,1528454083.0
1.49,127.27,92,3.4,1528458445.0
-1.73,105.35,10,3.4,1528458625.0
1.0,125.48,25,4.4,1528462824.0
-2.73,118.95,16,4.6,1528468115.0
-7.45,122.95,562,3.9,1528469736.0
-9.11,116.01,38,2.6,1528484795.0
-8.13,117.83,10,2.4,1528487029.0
-0.26,123.12,53,2.7,1528489210.0
-3.16,119.64,10,3.4,1528492449.0
-9.23,118.76,28,2.8,1528514877.0
-7.81,107.25,26,2.7,1528521027.0
-0.08,123.34,137,3.0,1528522036.0
0.27,122.32,142,2.9,1528543793.0
2.74,95.35,12,4.5,1528544431.0
-7.55,113.76,17,3.1,1528544546.0
-0.4,123.1,64,2.5,1528573585.0
-9.49,117.5,10,2.3,1528576796.0
-7.84,108.04,107,3.4,1528588639.0
-0.15,123.53,146,3.7,1528597702.0
2.52,128.11,150,3.8,1528599262.0
-2.05,131.25,249,3.0,1528599903.0
-7.14,106.88,115,3.0,1528603180.0
-1.51,123.63,12,4.2,1528611664.0
-1.3,95.41,10,4.6,1528614106.0
-8.54,123.0,119,3.0,1528614238.0
-7.14,106.9,10,2.8,1528617150.0
0.14,122.04,20,2.5,1528617508.0
0.95,98.59,67,3.7,1528620238.0
0.05,122.52,12,2.4,1528623398.0
-3.33,127.15,10,4.4,1528638995.0
-7.17,106.91,18,3.1,1528645679.0
-7.55,120.04,428,4.2,1528648233.0
-8.88,124.14,53,2.9,1528661904.0
-9.17,117.37,72,2.9,1528663526.0
-7.15,106.9,12,2.8,1528666523.0
-8.85,124.1,21,2.9,1528669491.0
1.39,126.6,10,3.5,1528678023.0
2.74,128.37,222,4.7,1528679309.0
0.19,123.91,181,4.5,1528680194.0
1.74,99.49,158,4.0,1528691649.0
-0.21,129.9,10,3.4,1528693880.0
-5.0,130.03,190,4.8,1528693992.0
-3.29,118.69,11,2.9,1528701485.0
0.43,120.86,28,2.0,1528701734.0
0.2,120.71,10,2.4,1528701830.0
-0.07,130.08,20,4.7,1528701884.0
-0.09,123.12,116,2.4,1528709517.0
-2.82,140.31,10,1.9,1528720195.0
1.96,126.45,10,3.5,1528720764.0
3.8,128.05,10,4.4,1528735354.0
-8.7,113.38,85,3.7,1528746482.0
-8.24,123.14,200,3.8,1528752578.0
-8.0,107.32,77,3.5,1528752916.0
-6.72,107.66,10,2.9,1528756480.0
-7.51,119.25,279,3.8,1528757274.0
-7.97,107.46,10,4.4,1528761930.0
0.94,126.77,31,3.1,1528768157.0
2.78,128.07,55,3.9,1528769344.0
-7.8,107.12,32,3.6,1528778461.0
0.17,122.58,143,2.0,1528790384.0
-8.78,123.23,113,3.5,1528790704.0
-1.38,120.32,10,2.9,1528790843.0
-0.06,123.18,136,2.2,1528795235.0
-2.72,129.66,14,3.7,1528800826.0
3.72,97.64,10,3.2,1528813192.0
1.64,125.49,89,3.7,1528815308.0
1.24,126.62,13,3.1,1528817113.0
-2.0,98.76,13,5.8,1528819709.0
-2.04,98.68,11,5.1,1528821971.0
-1.96,98.73,16,5.1,1528830478.0
1.64,126.41,10,4.1,1528846154.0
-1.92,98.7,10,5.3,1528847941.0
-2.13,98.48,13,4.1,1528848935.0
3.03,127.86,27,3.9,1528855770.0
-8.34,116.09,12,4.0,1528863820.0
0.21,121.74,184,3.3,1528868117.0
-2.13,98.46,15,4.1,1528868464.0
-6.96,113.9,25,4.7,1528870002.0
-8.23,116.82,18,2.9,1528870469.0
-2.16,98.61,18,4.4,1528874593.0
-8.54,116.92,26,4.1,1528879654.0
-1.83,98.75,13,3.4,1528887612.0
-9.44,107.77,30,4.1,1528889008.0
-11.1,121.12,24,3.5,1528894799.0
-1.92,98.78,16,3.2,1528895865.0
1.72,126.2,10,4.0,1528896101.0
-0.17,100.49,86,2.9,1528901913.0
-8.78,118.71,26,3.4,1528903473.0
-1.96,98.62,19,5.1,1528905971.0
-4.99,102.25,57,3.3,1528908533.0
-2.62,129.7,10,3.9,1528916303.0
-2.45,121.15,10,3.4,1528931076.0
-7.47,107.19,12,2.8,1528962652.0
-9.07,124.04,17,3.2,1528963101.0
2.82,128.12,48,5.3,1528980419.0
-7.71,127.82,147,4.7,1528990553.0
2.54,128.6,27,4.8,1528997574.0
-1.93,138.89,14,5.7,1528999033.0
0.52,125.13,44,4.1,1529003402.0
3.05,128.0,10,4.8,1529053663.0
-7.1,129.3,200,4.7,1529054788.0
1.68,90.91,14,5.0,1529067668.0
-8.68,120.51,10,3.2,1529068155.0
-7.54,106.55,77,3.1,1529077044.0
0.75,121.48,10,3.3,1529080109.0
1.16,126.1,10,3.6,1529099439.0
-1.99,98.65,12,3.7,1529101965.0
-8.02,117.92,22,4.4,1529107873.0
1.13,111.45,10,3.8,1529110079.0
-3.11,139.78,30,4.7,1529110244.0
-7.07,127.21,399,4.8,1529131969.0
-9.57,116.09,10,3.8,1529135867.0
-2.48,121.23,10,3.5,1529161296.0
-9.5,125.42,10,3.3,1529176277.0
-4.91,133.66,10,4.2,1529183480.0
0.87,97.9,32,3.1,1529184282.0
4.12,127.23,19,4.0,1529193707.0
-7.76,107.05,49,2.7,1529198556.0
1.43,127.15,126,4.3,1529199863.0
-2.72,130.03,15,4.1,1529217506.0
0.32,127.22,137,4.3,1529220621.0
-8.76,109.94,21,4.3,1529221923.0
-8.26,109.6,66,3.2,1529228842.0
1.53,126.52,10,3.3,1529233000.0
1.15,126.39,18,3.5,1529234117.0
-3.19,127.53,10,2.8,1529238791.0
-0.2,122.85,129,2.8,1529242207.0
-8.92,125.32,39,3.0,1529279019.0
3.05,127.87,13,3.7,1529279982.0
4.33,96.67,10,3.0,1529284510.0
-2.94,140.13,10,2.9,1529285760.0
-2.55,99.86,21,4.5,1529290095.0
-9.19,114.34,30,3.6,1529291352.0
-2.67,140.49,10,2.2,1529292727.0
-8.93,124.17,29,2.8,1529296496.0
2.27,96.17,21,3.8,1529296822.0
0.51,124.71,121,3.4,1529300743.0
-0.5,120.59,13,2.9,1529301851.0
1.57,97.13,47,3.0,1529303525.0
-6.07,103.87,10,3.2,1529303555.0
-7.74,118.2,217,3.8,1529309298.0
-8.3,108.66,121,4.5,1529309705.0
0.67,121.88,31,2.2,1529312639.0
1.2,126.17,76,3.5,1529313515.0
-8.1,107.86,37,2.4,1529315406.0
-3.24,140.29,10,2.8,1529315772.0
-3.02,140.18,10,2.5,1529317174.0
-3.43,140.22,10,2.9,1529317284.0
-0.96,139.72,10,3.1,1529318129.0
-3.35,140.15,10,2.7,1529318465.0
-2.02,140.07,10,2.4,1529319106.0
-3.18,140.36,10,2.8,1529322428.0
-0.42,122.97,15,2.5,1529322548.0
-2.84,140.27,10,4.0,1529323220.0
-2.84,140.23,10,1.7,1529326594.0
-1.4,120.44,10,4.0,1529327851.0
3.95,126.49,42,4.1,1529328290.0
-8.07,117.89,19,3.2,1529343718.0
-5.71,103.58,31,3.4,1529343800.0
-8.23,107.36,10,3.8,1529343854.0
-0.12,123.24,117,3.4,1529345313.0
-8.93,110.29,10,4.2,1529349134.0
1.61,127.37,88,3.5,1529350368.0
0.43,121.39,20,2.1,1529352137.0
-2.71,100.0,24,3.1,1529353043.0
-3.28,140.43,10,2.8,1529354067.0
-3.13,140.45,10,2.8,1529356526.0
3.45,123.23,491,4.4,1529357760.0
4.93,125.5,116,4.2,1529368787.0
-0.45,122.11,89,3.2,1529371745.0
-9.09,112.82,10,4.7,1529372377.0
-8.35,119.9,156,3.9,1529375647.0
1.11,126.91,54,3.7,1529377265.0
-1.17,130.6,10,2.1,1529381739.0
-9.45,112.35,20,3.4,1529382590.0
5.42,96.92,11,4.6,1529388844.0
-0.04,123.03,161,2.9,1529391151.0
0.52,121.6,20,2.2,1529391287.0
-7.12,129.74,161,4.6,1529391571.0
0.31,121.89,147,3.0,1529396167.0
-1.64,120.1,10,3.4,1529404374.0
-8.07,107.4,23,2.6,1529404560.0
-10.06,124.1,10,2.5,1529406162.0
-9.34,110.35,10,3.8,1529411163.0
-3.64,101.68,49,3.9,1529414575.0
-0.31,123.21,48,3.6,1529424191.0
-7.96,123.09,205,3.3,1529429095.0
4.67,125.01,10,4.1,1529430499.0
-9.43,118.95,19,3.0,1529460829.0
-0.84,123.25,10,3.0,1529461482.0
-3.57,128.64,97,4.4,1529474559.0
2.37,98.76,10,3.4,1529479623.0
-2.34,121.12,10,4.0,1529479700.0
1.03,99.53,10,4.7,1529514803.0
0.0,124.99,16,3.7,1529525026.0
1.47,127.0,46,4.2,1529529162.0
-1.46,139.26,50,4.6,1529529564.0
0.51,126.66,10,3.4,1529543140.0
-0.08,123.07,149,2.3,1529559532.0
-8.51,113.29,10,3.5,1529560653.0
-8.88,115.14,10,3.3,1529567310.0
0.08,124.68,109,3.3,1529577695.0
0.76,98.09,31,4.0,1529585693.0
-2.69,130.0,80,4.0,1529588111.0
-2.74,130.05,88,3.5,1529588433.0
-6.56,130.1,160,5.0,1529596735.0
4.24,97.02,10,2.7,1529599959.0
-6.69,131.92,38,5.0,1529600610.0
-2.81,140.68,10,2.8,1529601470.0
-3.35,128.59,10,4.1,1529601809.0
-2.78,140.33,10,2.2,1529622174.0
1.04,125.08,19,4.0,1529624614.0
-7.72,118.85,26,2.9,1529627635.0
-2.29,100.59,33,4.3,1529630346.0
-7.7,105.9,10,3.5,1529637504.0
4.78,95.98,10,3.5,1529660105.0
1.76,126.55,22,2.6,1529660696.0
-4.66,103.62,141,4.0,1529661092.0
-1.13,130.55,10,1.8,1529662437.0
-8.23,124.28,10,2.3,1529665762.0
-1.44,120.32,26,2.8,1529667201.0
-8.12,122.47,24,2.4,1529670219.0
-5.12,108.34,652,5.3,1529675862.0
-0.62,122.6,10,2.3,1529677537.0
-3.04,136.06,29,3.9,1529678528.0
-11.71,117.14,14,5.0,1529683545.0
-10.03,119.41,56,3.9,1529684451.0
1.57,126.37,90,3.6,1529688740.0
-1.96,139.91,10,2.6,1529696534.0
-2.38,140.47,20,3.3,1529702749.0
0.42,123.63,240,3.9,1529704672.0
-0.15,123.73,15,3.2,1529705615.0
-2.78,140.32,10,2.0,1529710633.0
-3.91,140.14,10,2.9,1529713026.0
-3.08,130.91,10,3.1,1529714308.0
1.94,126.08,17,3.5,1529715219.0
-2.69,140.64,10,2.0,1529717554.0
-3.12,140.11,10,2.6,1529719234.0
-5.89,105.99,143,3.8,1529723854.0
-8.73,111.61,87,3.7,1529724484.0
-3.13,130.73,237,3.5,1529728299.0
-6.74,106.68,10,2.2,1529736435.0
-6.75,106.59,10,3.2,1529737806.0
0.61,124.63,59,3.0,1529739549.0
-10.38,124.14,10,2.4,1529740503.0
-1.44,120.69,10,3.9,1529741220.0
-6.74,106.62,14,2.4,1529743505.0
-6.74,106.57,10,2.9,1529745956.0
-6.73,106.59,10,3.6,1529746201.0
3.14,127.93,11,4.0,1529750496.0
-1.2,127.04,10,3.3,1529753658.0
-4.2,122.17,27,3.6,1529754108.0
4.35,96.53,24,3.1,1529754285.0
-6.73,106.58,10,2.5,1529754627.0
-8.22,115.54,10,3.0,1529755389.0
-6.73,106.59,10,2.3,1529755430.0
-8.23,115.55,10,2.7,1529755653.0
-0.49,129.71,11,2.0,1529756061.0
-8.17,115.55,11,3.2,1529756508.0
-2.83,140.02,31,3.6,1529757388.0
0.73,97.15,14,3.4,1529757649.0
-6.74,106.6,10,2.6,1529757753.0
-8.16,115.54,13,2.7,1529760270.0
4.47,96.26,17,3.7,1529762625.0
-6.16,107.68,314,4.0,1529764893.0
3.61,126.59,10,4.5,1529767069.0
-7.16,106.9,18,2.3,1529769050.0
-6.73,106.56,10,2.5,1529770250.0
2.91,127.73,54,3.5,1529771943.0
-5.64,130.98,26,4.2,1529773008.0
-0.28,97.24,23,3.7,1529776508.0
-0.22,122.75,83,2.4,1529783864.0
2.67,126.29,12,3.3,1529794392.0
-0.21,123.1,65,3.9,1529796247.0
-4.01,139.66,10,3.7,1529799557.0
-0.98,127.48,10,3.8,1529807143.0
-8.13,107.25,22,3.3,1529809468.0
-8.08,107.37,21,2.8,1529810671.0
-7.48,128.59,166,4.5,1529814760.0
-3.04,130.59,28,4.7,1529823615.0
-2.99,130.6,25,4.7,1529823673.0
-2.8,130.62,15,3.4,1529829962.0
-0.2,119.91,10,3.0,1529834723.0
-2.95,130.62,27,3.6,1529835468.0
-6.97,109.95,236,3.5,1529836131.0
-3.24,130.92,291,3.6,1529836757.0
-7.59,127.97,18,4.6,1529838313.0
-2.8,140.28,10,2.3,1529842778.0
-2.92,130.58,13,5.0,1529843689.0
-3.75,128.9,10,3.5,1529849975.0
-11.22,110.97,94,4.4,1529854868.0
-8.14,115.59,10,3.5,1529856251.0
-2.41,140.38,10,2.3,1529863729.0
-8.0,119.63,30,3.4,1529870525.0
-8.24,120.15,177,4.9,1529871643.0
-0.23,122.98,76,2.7,1529878818.0
0.11,121.94,126,2.9,1529879551.0
4.05,126.6,29,3.7,1529881658.0
-6.74,106.6,14,2.4,1529882252.0
-2.88,100.06,26,4.7,1529882531.0
-2.94,99.97,26,4.3,1529882837.0
-2.93,100.03,28,4.3,1529883336.0
-2.93,100.01,27,4.3,1529883806.0
-6.74,106.62,12,2.5,1529887285.0
-4.21,102.17,32,3.2,1529888548.0
-9.4,114.02,20,4.2,1529895266.0
-6.75,106.63,10,2.9,1529897109.0
-6.72,106.63,13,2.2,1529899098.0
-8.35,114.67,10,3.3,1529899716.0
-8.83,110.33,10,3.1,1529907290.0
-1.25,119.94,10,4.4,1529908076.0
-7.03,107.14,43,2.5,1529914195.0
-4.56,105.1,30,3.5,1529915807.0
-7.64,106.73,32,3.3,1529916746.0
-2.13,98.69,28,3.8,1529939155.0
0.11,124.85,19,4.4,1529944367.0
-4.65,102.45,28,3.5,1529945332.0
-4.99,101.97,11,3.7,1529949808.0
